,username,id,date,retweet,likes,text,Symbol,Subjectivity,Polarity,Score
175,IBD_ECarson,1333896343786455040,2020-12-01 22:10:45,0,3,b' A new dawn - or an old Dune - for Apple? $AAPL ',['AAPL'],0.32727272727272727,0.11818181818181818,Positive
176,IBD_ECarson,1333894378390056961,2020-12-01 22:02:57,0,1,"b"" Maybe $MRNA will rebound from here or the 10-day or 21-day, but that's a big drop from the top just to find out.""",['MRNA'],0.3,0.25,Positive
177,IBD_ECarson,1333873024479555584,2020-12-01 20:38:05,0,3,"b"" Yep, General Motors was looking for Wall Street validation for its EV strategy and tech. The initial Nikola announcement did that - along with other GM EV news, such as the Hummer unveiling. $GM rally to cusp of highs shows that GM doesn't need the Nikola brand image boost now.""",['GM'],0.34375,-0.018749999999999996,Negative
178,IBD_ECarson,1333842946844631040,2020-12-01 18:38:34,0,1,"b""   I don't have a good answer on that. I think the 7%-8% automatic sell rule still applies. You could wait to see if $ARRY rebounds, perhaps when the actual offering prices. But there's no guarantee ARRY will rise post-offering.""",['ARRY'],0.35000000000000003,0.35,Positive
179,IBD_ECarson,1333841982544777216,2020-12-01 18:34:44,8,51,"b""This is why IBD discourages buying extended stocks. $MRNA hit 178.50 intraday but is currently around 144. But if you bought Moderna at the 81.47 buy point, or even the 95.31 entry, you're still sitting on a huge gain despite today's reversal. """,['MRNA'],0.65,0.20000000000000004,Positive
181,IBD_ECarson,1333793304660480012,2020-12-01 15:21:19,0,2,"b""2021 is key for Tesla in terms of expanding capacity, accelerating competition. But regulation is a big wild card for recalls, FSD, etc. So much of analysts' sky-high, long-term estimates for Tesla EPS and stock price targets revolve around massive FSD revenue. $TSLA """,['TSLA'],0.54,0.06000000000000001,Positive
182,IBD_ECarson,1333552329526706176,2020-11-30 23:23:46,6,28,"b'Two huge 2020 winners - Tesla and Zoom Video - are big movers late. Stock market rally resilient Monday as AMD, Qorvo break out, sleeping giant Apple awakens.  $TSLA $ZM $AMD $QRVO $AAPL $QCOM $MRNA $NIO '","['TSLA', 'ZM', 'AMD', 'QRVO', 'AAPL', 'QCOM', 'MRNA', 'NIO']",0.65,0.025000000000000022,Positive
183,IBD_ECarson,1333399760934375425,2020-11-30 13:17:31,0,0,b' Thanks. Hard to know for someone like to know which software makers are best in class. This first $SNOW earnings report will be interesting. I do like that $OKTA is turning profitable.',"['SNOW', 'OKTA']",0.375,0.33166666666666667,Positive
184,IBD_ECarson,1333247276538490883,2020-11-30 03:11:35,0,0,"b""  We've discussed Qorvo a number of times on IBD Live and written about it frequently. $QRVO is one of five chipmakers near buy points that   wrote about this weekend. """,['QRVO'],0.4000000000000001,0.11212121212121212,Positive
185,IBD_ECarson,1333197214634573826,2020-11-29 23:52:40,5,36,b'Techs lead futures higher; watch these four stocks  $AAPL $NIO $ZM $CRWD $TSLA $XPEV $LI $QRVO $QCOM $OKTA $ZS ',"['AAPL', 'NIO', 'ZM', 'CRWD', 'TSLA', 'XPEV', 'LI', 'QRVO', 'QCOM', 'OKTA', 'ZS']",0.5,0.25,Positive
186,IBD_ECarson,1333177474281213952,2020-11-29 22:34:13,0,1,b' $SNOW will definitely be interesting.',['SNOW'],0.5,0.5,Positive
187,IBD_ECarson,1332866199349243904,2020-11-29 01:57:20,2,0,b'PayPal Joins Apple Supplier Among The 5 Best Stocks To Buy And Watch Now. $PYPL $AAPL\n\n \xe2\x80\xa6',"['PYPL', 'AAPL']",0.3,1.0,Positive
189,IBD_ECarson,1332720131638579200,2020-11-28 16:16:54,0,0,"b"" Tesla faces huge competitive threats (2021 is key). Valuation assumes massive growth for years. Really don't like how Tesla touts - and monetizes - Full Self Driving when it isn't and doesn't even have a decent driver-attention system. $TSLA, however, looks fine technically.""",['TSLA'],0.6145833333333334,0.19166666666666668,Positive
190,IBD_ECarson,1332717297388032000,2020-11-28 16:05:39,0,5,"b""Tesla has gotten eyes-closed/hand-off treatment from the NHTSA and other regulators. But it's well beyond a startup and has plenty of rivals in EVs and driver-assist. Throw in a new U.S. administration, and regulatory risk is a wild card for Tesla in the coming years. $TSLA """,['TSLA'],0.40984848484848485,0.03712121212121212,Positive
191,IBD_ECarson,1331738224620834818,2020-11-25 23:15:09,1,34,"b'Futures slightly higher after Nasdaq hits record high, several stocks flash buy signals. But this should worry you. \n $AMD $SHOP $ETSY $TWLO $PYPL $CRM $WORK $MSFT '","['AMD', 'SHOP', 'ETSY', 'TWLO', 'PYPL', 'CRM', 'WORK', 'MSFT']",0.3466666666666667,0.1366666666666667,Positive
192,IBD_ECarson,1331303946472673280,2020-11-24 18:29:29,3,0,"b'FedEx is the IBD stock of the day, as it gets ready for the holiday-shopping deluge. $FDX\n\n""We fully expect FDX will be am\xe2\x80\xa6'",['FDX'],0.5,0.2,Positive
193,IBD_ECarson,1331020220744404992,2020-11-23 23:42:04,8,25,"b'Futures rise in extended trade. Apple woes helped mask strong gains for many growth stocks: new Bitcoin play PayPal tripped buy signals as Tesla, Xpeng, EV stocks continued to race higher.\n $AAPL $PYPL $TSLA $XPEV $NIO $LI $CRWD $NVCR $TWLO'","['AAPL', 'PYPL', 'TSLA', 'XPEV', 'NIO', 'LI', 'CRWD', 'NVCR', 'TWLO']",0.5626262626262627,0.3565656565656566,Positive
194,IBD_ECarson,1330995776772685824,2020-11-23 22:04:56,0,13,"b'High as a kite, but trading tight. $IIPR '",['IIPR'],0.4128571428571428,-0.009285714285714286,Negative
195,IBD_ECarson,1330986935590916097,2020-11-23 21:29:48,0,4,"b'GM, making a big push into EVs in the coming years, is now fine with California setting EV mandates or de facto mandates. $GM '",['GM'],0.3,0.20833333333333334,Positive
196,IBD_ECarson,1330952954384269312,2020-11-23 19:14:46,0,0,"b' For the past several months (not since Q2 earnings?), $TSLA has risen on $TSLA news, not Tesla news.'","['TSLA', 'TSLA']",0.125,-0.125,Negative
197,IBD_ECarson,1330874816648212482,2020-11-23 14:04:17,0,2,"b' Some bizarre stuff in this Wedbush note, referring to Tesla\'s ""Teflon-like demand"" in Europe and China ... even though Tesla sales are falling in Europe and stalling in China despite price cuts amid surging EV demand overall. But $TSLA moves on $TSLA, not Tesla.'","['TSLA', 'TSLA']",0.3,0.2,Positive
198,IBD_ECarson,1330670500394143746,2020-11-23 00:32:24,4,26,"b""Futures rise slightly amid soaring coronavirus cases, vaccine progress. Here's what to do before Monday's open.\n $AAPL $MSFT $AMZN $QRVO $QCOM $IIPR $PFE $BNTX $MRNA""","['AAPL', 'MSFT', 'AMZN', 'QRVO', 'QCOM', 'IIPR', 'PFE', 'BNTX', 'MRNA']",0.16666666666666666,-0.16666666666666666,Negative
199,IBD_ECarson,1330559834882678786,2020-11-22 17:12:39,0,0,"b"" I thought the base Model Y was 49.99K. Yes, Ford and VW are eligible for the $7.5K federal subsidy on EVs. VW says the ID.4 will be $35K, 27.5K after subsidies, in 2022 when it's made in Tennessee. Tesla is going to have to cut the MY price, a lot.""","['7', '35K']",1.0,-0.8,Negative
200,IBD_ECarson,1330551673073315840,2020-11-22 16:40:13,0,3,"b'Year 2 should be interesting. Tesla U.S. Model Y demand would likely slide w/o price cuts even w/o competition. The Ford Mach-E and VW ID.4 may not match MY specs, but the starting prices (w/subsidy) are $15K and $17.5K less. And the Austin plant will also make the Model Y. $TSLA '","['15K', '17', 'TSLA']",0.4166666666666667,0.08333333333333334,Positive
201,IBD_ECarson,1330505811228061697,2020-11-22 13:37:59,0,11,"b' It\'s frustrating when you\'re ""right"" about an investing theme, but your stock struggles. $GDRX is a pure play in the drug discount space. It\'s profitable with solid growth. And ... it\'s getting squashed. This is a reason to follow sell rules on technicals despite the ""story.""'",['GDRX'],0.5089285714285714,0.024999999999999988,Positive
202,IBD_ECarson,1330291295269646336,2020-11-21 23:25:35,3,0,b'An Apple Supplier Has Just Joined FedEx Among The 5 Best Stocks To Buy And Watch Now. $AAPL $FDX\n\n\xe2\x80\xa6',"['AAPL', 'FDX']",0.3,1.0,Positive
204,IBD_ECarson,1330200578870419465,2020-11-21 17:25:06,0,8,"b""Finally, please watch the embedded video with  and myself. We analyze the past week's stock market action and how to prepare for the coming week. We also checked out Qorvo and Novocure, the last two IBD Stock Of The Day selections. $QRVO $NVCR 4/4 ""","['QRVO', 'NVCR']",0.3541666666666667,-0.0375,Negative
205,IBD_ECarson,1330200559903764482,2020-11-21 17:25:02,0,5,"b'However, megacaps Apple, Microsoft and Amazon are looking a bit tired after strong runs in 2020. $AAPL $MSFT $AMZN 2/ '","['AAPL', 'MSFT', 'AMZN']",0.7166666666666666,0.016666666666666635,Positive
206,IBD_ECarson,1330200556724494339,2020-11-21 17:25:01,1,25,"b""Here's my weekend stock market piece.\n\nFor all the ups and downs of the past two weeks, the Nasdaq has closed tightly. Several tight patterns are showing up, including Qualcomm, Qorvo and Innovative Industrial Properties. 1/\n $QCOM $QRVO $IIPR ""","['QCOM', 'QRVO', 'IIPR']",0.3271428571428571,-0.005714285714285716,Negative
207,IBD_ECarson,1329574120682516480,2020-11-19 23:55:47,2,39,"b""Futures fall on coronavirus fears, including soaring Covid cases, new California curfew. That sours Thursday's growth-led rebound, with several top stocks flashing early buy signals.  $TWLO $CRWD $OKTA $NVCR $AMD $WDAY $TSLA $NIO $BNTX $LI $XPEV ""","['TWLO', 'CRWD', 'OKTA', 'NVCR', 'AMD', 'WDAY', 'TSLA', 'NIO', 'BNTX', 'LI', 'XPEV']",0.31363636363636366,0.18409090909090908,Positive
208,IBD_ECarson,1329462197215404033,2020-11-19 16:31:02,0,1,"b' Model Y quality has risen to typical Tesla levels, but Tesla finished dead last in the J.D. Power Initial Quality Survey, which presumably was all/largely pre-Y. But, my point was really that $TSLA has rallied on stock split/S&amp;P 500 news, but not on biz news in recent months.'",['TSLA'],0.23611111111111113,-0.02777777777777778,Negative
209,IBD_ECarson,1329460825229123584,2020-11-19 16:25:35,1,11,b'$TSLA only moves on $TSLA stock news - and $TSLA is up another 4% today. Tesla business news irrelevant. ',"['TSLA', 'TSLA', 'TSLA']",1.0,-0.25,Negative
210,IBD_ECarson,1329210510768697345,2020-11-18 23:50:55,1,20,"b'Market rally has bad day amid mixed coronavirus news. Tesla breaks out, as stock news continues to be the main $TSLA catalyst. Nvidia earnings, guidance strong, but $NVDA falls late.\n $AMD $SONO $BNTX $PFE $MRNA '","['TSLA', 'NVDA', 'AMD', 'SONO', 'BNTX', 'PFE', 'MRNA']",0.49583333333333335,-0.02499999999999998,Negative
211,IBD_ECarson,1328800647047643136,2020-11-17 20:42:16,0,3,"b' I\'m not a ""gap"" expert, so take this with a grain of salt, but I suspect that was applying to gaps out of bases - where there\'s no real overhead resistance. Tesla\'s gap is a gap within a handle. So you want to see $TSLA get above 462.10 and 466.'",['TSLA'],0.2,-0.05,Negative
213,IBD_ECarson,1328733054911750146,2020-11-17 16:13:41,0,3,"b' Well, if I could Get Smart like Sammy Hagar superfan , I\'d say that $TSLA ""only missed by a fraction"" right now. '",['TSLA'],0.7261904761904762,0.16666666666666666,Positive
214,IBD_ECarson,1328724152459489280,2020-11-17 15:38:19,0,1,"b"" You certainly could, but we often suggest it's better waiting to see a stock move above the 5- or 15-minute high. In Tesla's case, it's now below the early entry. And with Tesla peaking today so far around 462, it looks like the official buy point of 466 is important. $TSLA""",['TSLA'],0.5730612244897958,0.21061224489795918,Positive
215,IBD_ECarson,1328715322589806593,2020-11-17 15:03:13,3,30,"b'Tesla 5-minute chart along with daily chart. This is why we cautions investors about buying overnight or in the first few minutes of trading. Tesla jumping on its S&amp;P 500 nod, but has pulled back from just below a 466 buy point and has slipped below at 452.60 entry. $TSLA '",['TSLA'],0.10833333333333334,0.012499999999999997,Positive
219,IBD_ECarson,1328313347889094657,2020-11-16 12:25:55,4,0,b'$MRNA says its coronavirus vaccine was 94.5% effective at an interim analysis of its Phase 3 study. biotech Covid19 st\xe2\x80\xa6',['MRNA'],0.8,0.6,Positive
221,IBD_ECarson,1328030313033781248,2020-11-15 17:41:14,3,25,b'President Trump retracts apparent concession to Joe Biden as Dow futures loom; 3 key earnings reports to watch\n\n$JD $NIO $NVDA $TSLA $AAPL $MRNA $MSFT $TSM ',"['JD', 'NIO', 'NVDA', 'TSLA', 'AAPL', 'MRNA', 'MSFT', 'TSM']",0.675,0.025,Positive
222,IBD_ECarson,1327761654327644160,2020-11-14 23:53:41,0,3,"b"" Well, I didn't really disagree! A sub-$10 money-losing stock \nwith tiny sales in an increasingly competitive market. Interesting to see how Nio/Xpeng/Li do as companies/stocks going forward. 2021 in China is going to be crazy! The new Nio EC6 will take on the Model Y and ID.4.""",['10'],0.510909090909091,0.02727272727272727,Positive
224,IBD_ECarson,1327724159590309888,2020-11-14 21:24:42,0,4,"b""This is a good thread by , because it lays out the likely  of cars Tesla has/will/could ship to Europe (from Fremont and Shanghai) in Q4 - which is far more useful than actual Euro sales at this point for end-of-qtr Tesla. I'll add a few pts. $TSLA 1/ """,['TSLA'],0.4714285714285715,0.19999999999999998,Positive
225,IBD_ECarson,1327669092719882240,2020-11-14 17:45:53,1,28,"b'The market rally is at all-time highs, but which sectors will lead amid good &amp; bad coronavirus vaccine news - and are there any stocks to buy? What you should do before Monday. \n $GOOGL $MSFT $JD $V $AMAT $EXAS $MRNA $ZS $NIO '","['GOOGL', 'MSFT', 'JD', 'V', 'AMAT', 'EXAS', 'MRNA', 'ZS', 'NIO']",0.6333333333333333,5.551115123125783e-17,Positive
227,IBD_ECarson,1327050979267596288,2020-11-13 00:49:43,2,21,"b'With coronavirus vaccine news and soaring Covid cases whipsawing markets, the safe haven is ... China stocks?!?\n\nThis EV stock keeps soaring overnight.\n $LI $NIO $XPEV $JD $TCEHY $TSLA $BABA $FUTU $DIS $AMAT $PLTR '","['LI', 'NIO', 'XPEV', 'JD', 'TCEHY', 'TSLA', 'BABA', 'FUTU', 'DIS', 'AMAT', 'PLTR']",0.5,0.5,Positive
228,IBD_ECarson,1326866424682274817,2020-11-12 12:36:22,0,13,"b'Dow futures fall, techs edge higher. Pinduoduo delivers surprise, first-ever profit, Tencent also beats while Xpeng Motors reports strong growth. Moderna extends breakout. $PDD $XPEV $TCEHY $MRNA $CVAC $BABA $JD $NIO $LI '","['PDD', 'XPEV', 'TCEHY', 'MRNA', 'CVAC', 'BABA', 'JD', 'NIO', 'LI']",0.6166666666666667,0.3416666666666667,Positive
229,IBD_ECarson,1326665265111732225,2020-11-11 23:17:02,1,17,"b'So, is the stock market rotation already over? Moderna breaks out on this coronavirus vaccine news. Three hot China stocks have earnings due early Thursday.\n $MRNA $XPEV $TCEHY $PDD $BABA $JD '","['MRNA', 'XPEV', 'TCEHY', 'PDD', 'BABA', 'JD']",0.5083333333333334,0.075,Positive
230,IBD_ECarson,1326562477585260545,2020-11-11 16:28:35,1,3,"b""RH, Tuesday's IBD Stock Of The Day, is peeking above a 395.90 early early entry right now. Check out 's article for more analysis. $RH """,['RH'],0.34714285714285714,0.19714285714285715,Positive
231,IBD_ECarson,1326545312928817152,2020-11-11 15:20:23,0,5,"b""Maybe I missed it - so I could easily be wrong - but I haven't seen $TSLA bull analysts *tout* recent news, such as Tesla China sales bump and production spike. Also, FSD Beta videos haven't spurred a lot of fall-over praise from sell-side. Dog that didn't bark?  """,['TSLA'],0.5499999999999999,-0.16666666666666666,Negative
233,Benzinga,1354006609647738880,2021-01-26 10:01:46,1,13,b'Can GameStop Short Squeeze Bring Down The Market? What The Experts Are Saying $GME $AMC $BBY $BB\n\n',"['GME', 'AMC', 'BBY', 'BB']",0.29444444444444445,-0.07777777777777779,Negative
239,Benzinga,1353911457277042689,2021-01-26 03:43:40,2,0,"b'""SLEEPY ROCKET WAKING UP"" \nUPDATE $RKT with a great move today. Story Stock 4 \n\nFull Disclosure: I am long fr\xe2\x80\xa6'",['RKT'],0.575,0.375,Positive
241,Benzinga,1353862719041007618,2021-01-26 00:30:00,1,5,"b""Apollo's Leon Black To Retire, Cleared Of Criminal Wrongdoing In Epstein Probe $APO """,['APO'],0.4916666666666667,-0.2833333333333333,Negative
245,Benzinga,1353824972133699586,2021-01-25 22:00:00,2,7,"b""Market Pros On GameStop: 'Wall Street Shouldn't Be Proud' $GME """,['GME'],1.0,0.8,Positive
246,Benzinga,1353817419941351424,2021-01-25 21:30:00,3,12,b'$CLII Best EV SPAC?\nMerging W/ EVgo (Fast Charging Stations)\nSPACs Attack:  ',['CLII'],0.44999999999999996,0.6,Positive
248,Benzinga,1353779677865922561,2021-01-25 19:00:01,1,8,b'5 New SPAC Deals | SPACs Attack\n$TSIA $IACA $SPRQ $LCY $WPF\n ',"['TSIA', 'IACA', 'SPRQ', 'LCY', 'WPF']",0.45454545454545453,0.13636363636363635,Positive
250,Benzinga,1353777858779484161,2021-01-25 18:52:48,5,14,b'$57.3 billion is owed by more than 10 million renters as nearly 20% of renters in The US are behind on their payments',['57'],0.5333333333333333,0.06666666666666665,Positive
251,Benzinga,1353776508213604358,2021-01-25 18:47:26,0,4,"b'$GMBL CEO on live now with  !! Talking online gaming, gambling and more. $GME \n'","['GMBL', 'GME']",0.5,0.3565340909090909,Positive
252,Benzinga,1353775109375463426,2021-01-25 18:41:52,0,3,b'Esports Entertainment ($GMBL) CEO Grant Johnson live now with  talking $GME and more!!',"['GMBL', 'GME']",0.5,0.4588068181818182,Positive
253,Benzinga,1353769012094754816,2021-01-25 18:17:38,4,18,"b""'Peak Stupidity': The End Of The GameStop Short Squeeze Trade? $GME $BB $NKLA $BBBY $SNOW $PLUG\n\n""","['GME', 'BB', 'NKLA', 'BBBY', 'SNOW', 'PLUG']",0.65,-0.3,Negative
255,Benzinga,1353763005297807363,2021-01-25 17:53:46,1,0,b'Tesla And 9 Other Stocks That Burned Short Sellers The Most In 2020 $TSLA $TWLO $SQ  via ',"['TSLA', 'TWLO', 'SQ']",0.39166666666666666,0.125,Positive
257,Benzinga,1353749475710312448,2021-01-25 17:00:01,1,13,b'What Are Short-Sellers Thinking Right Now? | PreMarket Prep\n$GME $EXPR $BB\n ',"['GME', 'EXPR', 'BB']",0.5357142857142857,0.2857142857142857,Positive
259,Benzinga,1353726816314220545,2021-01-25 15:29:58,6,15,"b'5 SPAC deals this morning $SPRQ, $IACA, $LCY, $TSIA, $WPF Rumors: $CCIV $ZNTE\nMerger Monday: \nWhy we are the best SPAC Attack Show in the WORLD! '","['SPRQ', 'IACA', 'LCY', 'TSIA', 'WPF', 'CCIV', 'ZNTE']",0.3,1.0,Positive
261,Benzinga,1353718816166051840,2021-01-25 14:58:11,13,46,b'$TSLA Tesla shares are trading ~5% higher following a report suggesting the company has partnered with Samsung on a new 5nm chip for full self-driving.',['TSLA'],0.4011363636363636,0.18409090909090908,Positive
262,Benzinga,1353714263743934465,2021-01-25 14:40:05,4,12,b'$PLTR Palantir shares are trading higher ahead of its Live Demo Day tomorrow and amid continued momentum driven by retail investor interest in the stock.',['PLTR'],0.5,0.19318181818181818,Positive
264,Benzinga,1353709392596754442,2021-01-25 14:20:44,1,14,"b""$MRNA Moderna shares are trading ~5% higher after the company announced it's COVID-19 vaccine produced neutralizing titers against all key emerging variants tested.""",['MRNA'],0.75,0.125,Positive
267,Benzinga,1353700861843632128,2021-01-25 13:46:50,1,0,b'$OSTK Not looking bad. Still LONG Full disclose.\n-Looking for a move towards Reward Target one 78\nStory Stock 3 https:\xe2\x80\xa6',['OSTK'],0.5388888888888889,-0.1333333333333333,Negative
268,Benzinga,1353699380897984520,2021-01-25 13:40:57,3,18,b'$BB BlackBerry shares are trading higher amid continued momentum driven by retail investor interest in the stock.\n\n\xf0\x9f\x91\x875 min chart\xf0\x9f\x91\x87 ',['BB'],0.5,0.25,Positive
269,Benzinga,1353687330922635266,2021-01-25 12:53:04,7,53,b'$AMC announced it has raised or signed commitment letters to receive $917 million of new equity and debt capital.\n\ndaily chart \xf0\x9f\x91\x87 ',"['AMC', '917']",0.45454545454545453,0.13636363636363635,Positive
270,Benzinga,1353684327024963584,2021-01-25 12:41:08,4,21,"b""$GME GameStop Shares Traded as High as $136.63 Pre-Market\n-GameStop's Confounding Rally Leads To One Of Its Largest \n  Investors Turning Neutral\n\n5 min chart\xf0\x9f\x91\x80 ""","['GME', '136']",0.5399999999999999,0.16,Positive
272,Benzinga,1353669417037656064,2021-01-25 11:41:53,13,62,b'$AMC AMC Entertainment shares are trading ~33% higher after the company announced it has raised or signed commitment letters to receive $917 million of new equity and debt capital.',"['AMC', '917']",0.4772727272727273,0.19318181818181818,Positive
273,Benzinga,1353660743372197888,2021-01-25 11:07:25,2,9,b'$CLF Cleveland-Cliffs shares are trading ~9% higher after the company issued Q4 prelim. sales guidance above analyst estimates.',['CLF'],0.3,0.125,Positive
276,Benzinga,1353616194721353728,2021-01-25 08:10:24,0,8,b'Long-Term Netflix Bear Admits He Got These Key Things Wrong About The Company $NFLX\n\n',['NFLX'],0.95,-0.25,Negative
279,Benzinga,1353545813813719040,2021-01-25 03:30:44,0,8,"b""Microsoft Says 'We Messed Up' After Facing Outrage Over Xbox Live Gold Price Hike $MSFT $SNE $NTDOY\n\n""","['MSFT', 'SNE', 'NTDOY']",0.5,0.13636363636363635,Positive
280,Benzinga,1353523072888758273,2021-01-25 02:00:22,3,16,b'Ethereum Hits All-Time High (Again) As Bitcoin Remains Muted $ETH $BTC $GBTC\n\n',"['ETH', 'BTC', 'GBTC']",0.5399999999999999,0.16,Positive
282,Benzinga,1353441586013736963,2021-01-24 20:36:34,1,3,b'\nIt might be more than you think. $INTC',['INTC'],0.5,0.5,Positive
286,Benzinga,1353386720109191169,2021-01-24 16:58:33,0,9,"b""\nOur survey on this Sunday looks at the prospects for the e-commerce platform that's getting more and attention $JMIA""",['JMIA'],0.5,0.5,Positive
290,Benzinga,1352993877775577088,2021-01-23 14:57:32,4,6,b'\n$FB confirmed that iPhone users were accidentally logged out',['FB'],1.0,0.4,Positive
292,Benzinga,1352760006299570176,2021-01-22 23:28:13,6,0,"b""GameStop's Power Surge: Will WallStreetBets Or The Short Sellers Come Out On Top? $GME $BBBY $TSLA \xe2\x80\xa6""","['GME', 'BBBY', 'TSLA']",0.4,0.25,Positive
294,Benzinga,1352730257137131522,2021-01-22 21:30:00,3,21,"b'Barstool Fund Nears $30M For Small Businesses And Is About To Get A Huge Boost $PENN\n\n""We are gonna change lives in Michigan!"" -  \n\n'","['30M', 'PENN']",0.65,0.12500000000000006,Positive
295,Benzinga,1352725223020261376,2021-01-22 21:10:00,3,8,"b""GameStop's Power Surge: Will WallStreetBets Or The Short Sellers Come Out On Top? $GME """,['GME'],0.4,0.25,Positive
296,Benzinga,1352712630906081284,2021-01-22 20:19:58,12,71,"b""$TSLA's stock is up approximately 500% since  tweeted that shares were too high in his opinion on May 1, 2020""",['TSLA'],0.57,-0.12000000000000001,Negative
300,Benzinga,1352682964170256385,2021-01-22 18:22:04,1,30,b'$GME hit a new high of 76.76',['GME'],0.4972727272727272,0.1481818181818182,Positive
302,Benzinga,1352680260521910272,2021-01-22 18:11:20,2,0,b'Thanks so much  for having me on today!\nlive $10k account \xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\nAccount +0.82%\n$AZRX\n+3.12%\n+2.93%\n$APWC\n+2.89%\xe2\x80\xa6',"['10k', 'AZRX', 'APWC']",0.2,0.2,Positive
305,Benzinga,1352662769296932872,2021-01-22 17:01:50,2,27,b'Who would be a good super bullish guest to bring on one of our shows on Gamestop $GME?',['GME'],0.6333333333333333,0.5166666666666666,Positive
314,Benzinga,1352487459834089474,2021-01-22 05:25:13,4,9,"b'Pfizer, GSK-Backed ViiV First To Get FDA Approval For HIV Shots: What You Need To Know $PFE $GSK\n\n'","['PFE', 'GSK']",0.3333333333333333,0.25,Positive
315,Benzinga,1352466246294401025,2021-01-22 04:00:55,2,7,"b""Why This Analyst Is Cautioning Bitcoin Investors To Have A 'Very Strong Stomach' $BTC $GBTC $ETH\n\n""","['BTC', 'GBTC', 'ETH']",0.9533333333333333,0.5633333333333334,Positive
316,Benzinga,1352458202986782722,2021-01-22 03:28:57,1,15,b' plans to donate $100 million in prize money towards the best carbon capture technology\n\n',['100'],0.3,1.0,Positive
318,Benzinga,1352412027256504322,2021-01-22 00:25:28,5,0,"b""Citron's Andrew Left Says GameStop Is 'Pretty Much In Terminal Decline' $GME $BBY $TSLA  via \xe2\x80\xa6""","['GME', 'BBY', 'TSLA']",0.39999999999999997,0.15,Positive
323,Benzinga,1352350246253207553,2021-01-21 20:19:58,0,6,"b'Thank you for joining today, Andrew Left- Founder of  Please watch the Full Interview Here\n\nTimestamp included. $GME  '",['GME'],0.275,0.175,Positive
327,Benzinga,1352321084398436358,2021-01-21 18:24:06,2,11,"b'The Unity Software $U Analyst: Ryan Gee downgraded shares from Neutral to Underperform, but hiked the price target from $102 to $127.\n\nRead more:  '","['U', '102', '127']",0.5,0.5,Positive
328,Benzinga,1352316884855771138,2021-01-21 18:07:24,3,10,b'\nAndrew Left talking $GME $FUBO on Benzinga Power Hour live now with   ',"['GME', 'FUBO']",0.25,0.06818181818181818,Positive
329,Benzinga,1352315754767675394,2021-01-21 18:02:55,1,5,b'We are LIVE with  talking his $GME short. ',['GME'],0.4,0.06818181818181818,Positive
330,Benzinga,1352313465038372864,2021-01-21 17:53:49,1,5,"b'David Einhorn, a notorious Tesla $TSLA short seller, gained 25% in the fourth quarter. Making it his best quarter ever.\n\nRead about his new positions:'",['TSLA'],0.2636363636363636,0.28409090909090906,Positive
335,Benzinga,1352274088400625667,2021-01-21 15:17:21,4,0,b'LIVE Interview At 11AM ET Katapult $FSRV &amp; SPAC Stocks \nSPACs Attack  ',['FSRV'],0.5,0.13636363636363635,Positive
336,Benzinga,1352270062779039744,2021-01-21 15:01:21,5,8,"b'$BBIG Vinco Ventures shares are trading higher after the company, along with its subsidiary, Vinco Acquisition Corporation, entered into an agreement to complete a Plan of Merger agreement with ZASH Global Media And Entertainment. '",['BBIG'],0.3,0.11666666666666665,Positive
337,Benzinga,1352267687133671424,2021-01-21 14:51:55,2,8,b'$SPOT Spotify Technology shares are trading ~2.5% higher after Rosenblatt maintained a Buy rating on the stock and raised its price target from $325 to $390.',"['SPOT', '325', '390']",0.5,0.25,Positive
338,Benzinga,1352250572410413056,2021-01-21 13:43:54,9,0,b'$FUBO FuboTV shares are trading ~3.4% higher after Barrington Research initiated coverage on the stock with an Outperform rat\xe2\x80\xa6',['FUBO'],0.5,0.25,Positive
339,Benzinga,1352245075112304642,2021-01-21 13:22:04,3,5,b'$SEDG SolarEdge Technologies shares are trading ~4% higher after Morgan Stanley initiated coverage on the stock with an Overweight rating and a price target of $354 per share.',"['SEDG', '354']",0.5,0.25,Positive
340,Benzinga,1352244940156383232,2021-01-21 13:21:31,9,30,b'$FUBO FuboTV shares are trading ~3.4% higher after Barrington Research initiated coverage on the stock with an Outperform rating and announced a $40 price target.',"['FUBO', '40']",0.5,0.25,Positive
342,Benzinga,1352232013902835713,2021-01-21 12:30:10,0,6,"b'$GENE Genetic Technologies shares are trading higher after the company provided an update on its COVID-19 severity risk test, saying predictive capabilities improved 100% over age and sex alone.'",['GENE'],0.5,0.25,Positive
343,Benzinga,1352227544163098631,2021-01-21 12:12:24,1,4,b'$SNAP Snap shares are trading ~2% higher after Piper Sandler initiated coverage on the stock with an Overweight rating and announced a $66 price target.',"['SNAP', '66']",0.5,0.25,Positive
344,Benzinga,1352221378896941058,2021-01-21 11:47:54,13,46,b'$FSLY Fastly shares are trading ~3.7% higher after Oppenheimer upgraded the stock from Perform to Outperform and announced a $125 price target.',"['FSLY', '125']",0.55,0.225,Positive
346,Benzinga,1352136788274409472,2021-01-21 06:11:46,2,11,"b""Why Jack Ma's Reappearance Isn't Enough To Calm Alibaba Investors $BABA\n\n""",['BABA'],0.625,0.15000000000000002,Positive
